"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Matt Watson","M","SBD","Single-ply",26.5,"24-34","Open",91.7,"93",265,280,287.5,NA,287.5,190,195,-200,NA,195,210,225,230,NA,230,712.5,"13",450.63,450.63,434.08,559.16,"Yes","UK","EPF","2018-05-06","Czechia","","European Men's Championships",773245,3
"Britney Mack","F","SBD","Single-ply",17.5,"18-19","Sub-Juniors",44.48,"47",107.5,117.5,-125,NA,117.5,30,35,-45,NA,35,100,110,115,NA,115,267.5,"1",373.92,396.35,334.99,460.32,"Yes","Guyana","NAPF","2017-07-03","USA","FL","Pan-American Powerlifting Championships",1378763,3
"Milan Bartal","M","SBD","Multi-ply",58.5,"55-59","M4",95.8,"100",200,-215,225,NA,225,120,-130,-130,NA,120,200,-220,220,NA,220,565,"1",350.13,452.02,336.9,444.61,"","Slovakia","CAST","2018-04-06","Slovakia","","Otvorené MSR v drepe a powerliftingu",1353106,3
"Stepan Dubina","M","SBD","Raw",22.5,"20-23","Open",81.55,"83",130,-140,-140,NA,130,90,100,-102.5,NA,100,170,-185,-185,NA,170,400,"15",269.85,269.85,260.57,374.28,"Yes","","FPR","2016-06-04","Russia","","Novosibirsk Raw Powerlifting & Bench Press Championships",949402,3
"Alain Jost","M","SBD","Raw",21,"20-23","Juniors",64.8,"67.5",160,-167.5,167.5,NA,167.5,115,122.5,-130,NA,122.5,190,205,-212.5,NA,205,495,"9",394.64,402.53,383.32,575.95,"","","SwissPL","2018-11-27","Switzerland","","Schweizermeisterschaft",762986,3
"Joe Luther","M","SBD","Wraps",26,"24-34","Open",109.77,"110",195,210,227.5,NA,227.5,102.5,110,-115,NA,110,185,195,210,NA,210,547.5,"4",322.41,322.41,308.87,447.19,"","USA","APF","2018-10-27","USA","ME","New England Championships",616034,3
"Neil Butler","M","SBD","Raw",52.5,"50-54","M-C-Open",81.5,"83",150,160,-162.5,NA,160,95,100,-107.5,NA,100,190,200,205,NA,205,465,"4",313.81,365.59,303.03,449.08,"Yes","","EPA","2018-01-28","England","","East Midlands Men's Open Powerlifting Championships",231654,3
"Brendan Mates","M","SBD","Wraps",29,"24-34","MO-RP",72.85,"75",-145,145,-152.5,NA,145,97.5,105,-107.5,NA,105,185,195,200,NA,200,450,"3",327.35,327.35,316.86,469.81,"","Australia","CAPO","2014-08-01","Australia","QLD","Nationals",917039,3
"Barbara Ann Hudrick","F","SBD","Raw",35.5,"35-39","FR-O",116.4,"84+",115,122.5,130,NA,130,52.5,-60,60,NA,60,115,125,-130,NA,125,315,"1",253.29,253.29,214.99,432.46,"Yes","","USAPL","2018-10-07","USA","PA","Stars and Stripes Rookie Championships",658428,3
"Dmitriy Tarasov","M","SBD","Wraps",32,"24-34","Pro Open",109.1,"110",250,-270,-270,NA,250,200,-210,NA,NA,200,300,310,NA,NA,310,760,"1",448.4,448.4,429.67,655.95,"","Russia","NAP","2014-10-17","Russia","","World Championships & Golden Tiger Classic",538020,5
"Kristine Almroth","F","SBD","Single-ply",20.5,"20-23","Open",51.6,"52",-165,165,175,NA,175,67.5,-72.5,75,NA,75,150,162.5,-170,NA,162.5,412.5,"1",517.31,527.66,458.69,610.36,"Yes","Sweden","EPF","2009-09-18","Norway","","Western European Cup",790313,3
"Kevin Smith","M","SBD","Wraps",54,"50-54","M_M3_CR_BPU",86.4,"90",135,145,150,NA,150,105,115,120,NA,120,170,190,200,NA,200,470,"2",306.6,369.15,295.72,436.27,"","","BPU","2018-05-11","England","","Bodypower British Championships",159044,3
"Terje Edvardsen","M","SBD","Single-ply",36.5,"35-39","Open",81,"82.5",-220,220,-230,NA,220,120,125,130,NA,130,240,250,260,NA,260,610,"2",413.23,413.23,399.08,522.35,"Yes","Norway","NSF","1991-01-27","Norway","","Syd-Norsk",556209,3
"Thomas R. Johannessen","M","SBD","Single-ply",18.5,"18-19","Juniors 19-23",64.8,"67.5",140,155,-160,NA,155,-105,105,-107.5,NA,105,160,170,-172.5,NA,170,430,"2",342.82,356.53,332.98,443.68,"Yes","","NSF","2009-02-21","Norway","","RM Styrkeløftregion Øst",579027,3
"Oleksiy Sashenkov","M","SBD","Single-ply",20.5,"20-23","Open",59.7,"60",200,205,-210,NA,205,122.5,127.5,130,NA,130,200,-207.5,-207.5,NA,200,535,"2",458.39,467.55,446.74,567.72,"Yes","","UkrainePF","2004-12-17","Ukraine","","Ukrainian Powerlifting Cup",43390,3
"Samantha Ledezma","F","SBD","Raw",21.5,"20-23","FR-C",56.04,"57",120,132.5,135,NA,135,55,57.5,-60,NA,57.5,125,135,145,NA,145,337.5,"4",396.88,400.85,351.05,618.26,"Yes","","USAPL","2018-04-19","USA","TX","Collegiate Nationals",736061,3
"Tatu Sokka","M","SBD","Single-ply",15.5,"16-17","Sub-Juniors",65.64,"66",160,170,-180,NA,170,115,127.5,-130,NA,127.5,150,NA,NA,NA,150,447.5,"1",352.96,398.85,342.68,455.08,"Yes","Finland","NordicPF","2012-04-14","Norway","","Nordic Sub-Juniors & Juniors Powerlifting Championships",793673,5
"Ashley Parker","M","SBD","Raw",32.5,"24-34","M-C-Open",72.3,"74",135,142.5,150,NA,150,80,87.5,95,NA,95,160,175,187.5,NA,187.5,432.5,"4",316.36,316.36,306.28,450.9,"Yes","","EPA","2019-03-16","UK","","180 Strength Bitesize",237027,3
"Igor Remishevskiy","M","SBD","Single-ply",29.5,"24-34","Open",99.5,"100",200,-210,-210,NA,200,145,-150,-150,NA,145,210,215,220,NA,220,565,"12",344.55,344.55,331.18,435.86,"Yes","","FPR","2009-01-19","Russia","","Southern & Central District Powerlifting Championships",950882,3
"Roman Rochev","M","SBD","Raw",23,"20-23","Open DT",65.8,"67.5",120,135,140,NA,140,110,-120,-125,NA,110,120,130,142.5,NA,142.5,392.5,"1",308.96,308.96,299.94,433.47,"Yes","Russia","GPA","2017-11-18","Russia","","World Cup",1364342,3
"John Devlin","M","SBD","Raw",45.5,"45-49","M_M2_R_ABPU",96.2,"100",185,215,-220,NA,215,125,135,-145,NA,135,210,255,-260,NA,255,605,"2",374.23,394.81,360.05,546.01,"Yes","England","BPU","2016-09-03","England","","British Championships",158444,3
"Abylay Kulbaev","M","SBD","Wraps",16.5,"16-17","T2",78.8,"82.5",135,150,-165,NA,150,90,97.5,105,NA,105,170,190,-205,NA,190,445,"2",306.75,331.29,296.41,436.83,"","","WPC-KAZ","2015-02-06","Kazakhstan","","Kazakhstan Raw Powerlifting Championships",611690,3
"Sergey Nikeshin","M","SBD","Raw",60.5,"60-64","Masters 3",128.8,"120+",205,-217.5,217.5,NA,217.5,150,155,160,NA,160,255,262.5,-265,NA,262.5,640,"1",362.59,485.87,344.87,489.65,"Yes","Russia","EPF","2019-03-05","Hungary","","European Masters Men's Classic Championships",785576,3
"Luke Tigges","M","SBD","Wraps",31,"24-34","MOR",129,"140",227.5,255,-272.5,NA,255,182.5,200,210,NA,210,227.5,255,265,NA,265,730,"2",413.46,413.46,393.23,569.92,"","","UPA","2010-03-27","USA","IA","IA & Midwest PL Championships",1356973,3
"Nathan Worden","M","SBD","Single-ply",18.5,"18-19","M-O",77.5,"83",125,135,145,NA,145,90,95,102.5,NA,102.5,165,172.5,182.5,NA,182.5,430,"34",299.65,311.64,289.65,395.99,"Yes","","USAPL","2017-12-02","USA","WI","Wisconsin Collegiate State Championship",740611,3
"Ekramy Shalaby","M","SBD","Single-ply",32.5,"24-34","Open",72.68,"74",270,-290,-290,NA,270,200,-215,215,NA,215,240,-250,-250,NA,240,725,"10",528.29,528.29,511.39,651.44,"Yes","Egypt","IPF","2013-11-04","Norway","","World Powerlifting Championships",1051286,3
"Jacob Holdcroft","M","SBD","Raw",19,"18-19","M_T3_R_ABPU",122,"125",250,260,265,NA,265,160,-165,165,NA,165,280,300,-310,NA,300,730,"1",418.13,434.85,398.73,587.8,"Yes","","BPU","2017-05-20","England","","Midlands and South Yorkshire Qualifier",158218,3
"Ronnica Flores","F","SBD","Raw",27.5,"24-34","FR-O",51.4,"52",97.5,-102.5,102.5,NA,102.5,50,52.5,55,NA,55,122.5,132.5,-137.5,NA,132.5,290,"1",364.77,364.77,323.49,550.85,"Yes","","USAPL","2018-04-28","USA","TX","CBC Powerlifting Championships",696980,3
"Jorge Unigarro","M","SBD","Raw",31.5,"24-34","MR-O",82.4,"83",195,207.5,217.5,NA,217.5,145,-155,-155,NA,145,247.5,262.5,-272.5,NA,262.5,625,"16",419,419,404.51,628,"Yes","","USAPL","2014-07-17","USA","CO","Raw Nationals",742902,3
"Sarah Stanhope","F","SBD","Single-ply",24.5,"24-34","Open",61.83,"63",167.5,175,-180,NA,175,90,95,100,NA,100,140,152.5,160,NA,160,435,"3",473.88,473.88,418.54,589.09,"Yes","UK","EPF","2018-09-14","Norway","","Western European Championships",780569,3
"Peter Koitka","M","SBD","Single-ply",25.5,"24-34","Open",74.2,"75",220,227.5,235,NA,235,150,155,160,NA,160,240,250,-260,NA,250,645,"12",463.07,463.07,448.04,578.88,"Yes","Australia","IPF","2005-11-08","USA","FL","Men's World Powerlifting Championships",1049798,3
"Marko Helynen","M","SBD","Raw",47.5,"45-49","Over 40",73.95,"74",190,195,-200,NA,195,125,130,NA,NA,130,200,210,220,NA,220,545,"1",392.21,424.38,379.51,580.38,"Yes","Finland","SVNL","2019-01-12","Finland","","Klassinen voimanosto",1011830,4
"Hans-Erik Folkeseth","M","SBD","Single-ply",24.5,"24-34","Open",64.5,"66",-240,240,-252.5,NA,240,140,145,-150,NA,145,260,270,-275,NA,270,655,"1",524.25,524.25,509.29,643.35,"Yes","Norway","NSF","2014-09-25","Norway","","Klubbstevne",559698,3
"Justin Rife","M","SBD","Single-ply",17.5,"18-19","M-O",58.7,"60",127.5,142.5,-147.5,NA,142.5,62.5,67.5,-72.5,NA,67.5,152.5,160,167.5,NA,167.5,377.5,"3",328.54,348.25,320.45,426.02,"Yes","","USAPL","2018-03-11","USA","WI","WHSPA State Championship",709345,3
"Matthew Bell","M","SBD","Raw",39.5,"35-39","MR-M1a",107.4,"120",157.5,165,-175,NA,165,105,115,-122.5,NA,115,217.5,235,252.5,NA,252.5,532.5,"1",315.76,315.76,302.75,438.52,"Yes","","USAPL","2016-08-13","USA","GA","Powerlifting for Pups",701955,3
"Julien Rouzade","M","SBD","Wraps",25,"24-34","M_O_CR_WPC",137.7,"140",205,222.5,235,NA,235,130,142.5,155,NA,155,215,235,250,NA,250,640,"1",358.54,358.54,339.93,471.93,"","","WPC-France","2018-04-14","France","","Finale France",1318674,3
"Byron Van Niekerk","M","SBD","Raw",30.5,"24-34","Open",137.6,"120+",265,285,-290,NA,285,165,-170,170,NA,170,270,285,300,NA,300,755,"1",423.01,423.01,401.07,572.14,"Yes","","NZPF","2017-04-07","New Zealand","AKL","Auckland Powerlifting Championships",925945,3
"Ricardo Vicenteño","M","SBD","Single-ply",29,"24-34","Open",80.16,"83",225,235,242.5,NA,242.5,137.5,147.5,152.5,NA,152.5,260,267.5,275,NA,275,670,"18",456.83,456.83,441.28,571.37,"Yes","Mexico","IPF","2012-11-10","Puerto Rico","","World Powerlifting Championships",1039303,3
"Jake Baker","M","SBD","Multi-ply",21,"20-23","MJ",96.16,"100",285.76,-317.51,-317.51,NA,285.76,199.58,-217.72,-226.8,NA,199.58,-258.55,258.55,NA,NA,258.55,743.89,"1",460.22,469.43,442.8,566.52,"","Australia","UPA","2009-11-21","USA","IL","Powerlifting Championships",1361360,4
"Iveta Jurčíková","F","SBD","Single-ply",19.5,"20-23","Juniors",62.52,"63",130,-145,-147.5,NA,130,-90,90,100,NA,100,125,135,142.5,NA,142.5,372.5,"6",402.38,414.45,355.34,517.23,"Yes","Slovakia","IPF","2012-08-28","Poland","","World Sub-Juniors & Juniors Powerlifting Championships",1035588,3
"Igor Sutulin","M","SBD","Wraps",26.5,"24-34","O",55.2,"60",70,80,90,NA,90,50,60,70,NA,70,120,140,155,NA,155,315,"1",290.85,290.85,284.65,389.55,"","","UPC","2015-10-24","Ukraine","","Samvatas Cup",1282143,3
"Pernilla Röhr","F","SBD","Raw",44.5,"40-44","Masters 1",80.99,"84",117.5,-127.5,127.5,NA,127.5,72.5,75,-77.5,NA,75,135,145,-152.5,NA,145,347.5,"8",315.82,329.41,276.77,539.47,"Yes","Sweden","IPF","2017-06-14","Belarus","","World Classic Powerlifting Championships",1042389,3
"Christian Furuhaug","M","SBD","Raw",21.5,"20-23","Juniors 19-23",104.9,"105",150,170,-180,NA,170,100,110,115,NA,115,190,205,-215,NA,205,490,"1",292.9,295.83,281.07,402.75,"Yes","","NSF","2011-12-10","Norway","","Åpent stevne",566017,3
"Alexander Kirketeig","M","SBD","Single-ply",26.5,"24-34","Open",89.8,"90",220,280,-300,NA,280,-200,200,-227.5,NA,200,265,272.5,-275,NA,272.5,752.5,"12",480.94,480.94,463.49,594.19,"Yes","Norway","IPF","2006-11-05","Norway","","World Powerlifting Championships",1050729,3
"Aleš Pěnčík","M","SBD","Wraps",51,"50-54","M50-59",79.6,"82.5",160,-185,-190,NA,160,100,110,-115,NA,110,170,190,210,NA,210,480,"1",328.74,377.06,317.59,474.35,"","Czechia","SAST","2016-04-08","Slovakia","","Majstrovstvá Českej a Slovenskej Republiky v silovom trojboji",1353376,3
"Amanda Martin","F","SBD","Raw",21.5,"20-23","FR-Jr",122,"84+",-140,150,152.5,NA,152.5,65,70,75,NA,75,142.5,145,150,NA,150,377.5,"1",300.99,304,254.8,505.49,"Yes","","USAPL","2017-07-22","USA","CT","Connecticut Summer Showdown",750501,3
"Jeanine Whittaker","F","SBD","Wraps",41,"40-44","Open",82.1,"82.5",226.8,-240.4,-249.48,NA,226.8,111.13,120.2,127.01,NA,127.01,210.92,226.8,NA,NA,226.8,580.6,"6",523.85,529.09,458.69,893.26,"","","SPF","2014-04-12","USA","","Women's Power Weekend",175544,4
"Denis Olefir","M","SBD","Single-ply",18.5,"18-19","Juniors",70.75,"74",275,290,302.5,NA,302.5,175,187.5,-192.5,NA,187.5,240,255,270,NA,270,760,"3",564.94,587.54,547.25,691.72,"Yes","Russia","EPF","2018-05-06","Czechia","","European Men's Championships",773319,3
"Milan Troksiar","M","SBD","Wraps",19,"18-19","T3",55.3,"56",100,112.5,117.5,122.5,117.5,65,70,72.5,NA,72.5,120,140,150,-157.5,150,340,"1",313.37,325.91,306.66,426.48,"","Slovakia","GPC","2014-06-02","Czechia","","European Championships",1228182,1
"Nelson Comeaux","M","SBD","Single-ply",19.5,"20-23","M-O",59.9,"66",115,125,135,NA,135,90,97.5,105,NA,105,145,NA,NA,NA,145,385,"2",328.86,338.72,320.45,426.83,"Yes","","USAPL","2018-02-17","USA","LA","Pelican State Open",719413,5
"Albert Miraflores","M","SBD","Raw",17,"16-17","MR-T2",91.1,"93",170,177.5,185,NA,185,117.5,-125,125,NA,125,215,227.5,232.5,NA,232.5,542.5,"1",344.22,371.76,331.63,498.45,"Yes","","USAPL","2016-08-13","USA","CA","Juggernaut Summer Showdown",734761,3
"Petri Lepistö","M","SBD","Raw",41.5,"40-44","Over 40",142.2,"120+",240,265,275,NA,275,167.5,175,-182.5,NA,175,270,282.5,290,NA,290,740,"1",412.57,416.69,390.6,549.45,"Yes","Finland","SVNL","2018-04-21","Finland","","Klassinen voimanosto",1012057,3
"Kou Vang","F","SBD","Raw",42.5,"40-44","FR-M1",69.2,"72",110,115,-125,NA,115,72.5,77.5,82.5,NA,82.5,142.5,152.5,160,NA,160,357.5,"1",358.5,365.67,316.1,593.01,"Yes","","USAPL","2017-03-18","USA","WI","920 Raw Open",722735,3
"Eric Lund","M","SBD","Wraps",27,"24-34","MOR",109.6,"110",287.5,302.5,315,NA,315,-182.5,190,200,NA,200,287.5,305,-320,NA,305,820,"1",483.11,483.11,462.85,712.53,"","","UPA","2016-11-12","USA","IA","Power Weekend",1355242,3
"Sabrina Moore","F","SBD","Wraps",25,"24-34","FO",63.1,"67.5",-110,115,125,NA,125,55,60,65,NA,65,135,155,160,NA,160,350,"1",375.43,375.43,331.51,605.47,"","UK","GPC-GB","2014-08-09","UK","","British Powerlifting Championships",920062,3
"Adam Riman","M","SBD","Wraps",24,"24-34","M_O_CR_BPU",98.4,"100",260,280,NA,NA,280,120,127.5,130,NA,130,290,315,-320,NA,315,725,"3",444.14,444.14,427.05,661.76,"","UK","BPU","2017-11-11","England","","Northern Qualifiers",159310,4
"Sergey Odegov","M","SBD","Wraps",42,"40-44","Open",133,"140",320,335,-350,-350,335,200,210,217.5,-225,217.5,335,350,365,-372.5,365,917.5,"1",516.88,527.22,490.86,726.23,"","Russia","WRPF","2018-10-04","Russia","","World Championships",796069,0
"Jana St. Germain","F","SBD","Single-ply",20.5,"20-23","F-C",46.38,"47",112.5,117.5,125,NA,125,60,62.5,-67.5,NA,62.5,100,-110,-110,NA,100,287.5,"6",390.36,398.16,348.35,478,"Yes","","USAPL","2018-04-19","USA","TX","Collegiate Nationals",735936,3
"Grigoriy Provotorov","M","SBD","Wraps",34,"24-34","Open",89.4,"90",200,-210,-210,NA,200,145,150,155,NA,155,-230,230,240,NA,240,595,"2",381.15,381.15,367.36,561.84,"","","WPC-RUS","2015-04-15","Russia","","Russian Championships",1217619,3
"Annika Angelo","F","SBD","Single-ply",15.5,"16-17","F-T",50.17,"52",102.1,-108.9,108.9,NA,108.9,45.4,49.9,-52.2,NA,49.9,115.7,120.2,-129.3,NA,120.2,279,"6",357.49,403.97,317.38,450.98,"Yes","USA","USAPL","2016-03-11","USA","WI","WHSPA State Meet",677703,3
"Mikaela Leibfried","F","SBD","Single-ply",18.5,"18-19","F-O",51.3,"52",145,-150,150,NA,150,50,75,80,NA,80,130,135,137.5,NA,137.5,367.5,"1",462.95,481.47,410.58,556.32,"Yes","USA","USAPL","2018-10-20","USA","WI","Milwaukee Collegiate Cup",710618,3
"Chris Scaglione","M","SBD","Wraps",29.5,"24-34","",125.8,"140",255,260,-265,NA,260,140,150,157.5,NA,157.5,250,262.5,270,NA,270,687.5,"1",391.27,391.27,372.57,539.28,"","","CPF","2017-07-22","Canada","ON","APS Summer Slam PRO",1223920,3
"Trent Nguyen","M","SBD","Wraps",39,"35-39","M-OR",74.8,"75",180,195,202.5,NA,202.5,115,125,-130,NA,125,200,220,230,NA,230,557.5,"1",397.99,397.99,385.01,590.63,"","Australia","GPC-AUS","2017-04-02","Australia","ACT","ACT States",1947,3
"Laura Krieg","F","SBD","Raw",49,"45-49","Masters 45-49",80.7,"82.5",77.5,87.5,90,NA,90,45,50,-57.5,NA,50,105,110,112.5,NA,112.5,252.5,"1",229.93,255.91,201.55,393.54,"Yes","","NORCAL","2016-11-06","USA","CA","West Coast Championship",62874,3
"Morgan Arch","F","SBD","Raw",15.5,"16-17","FR-O",76.9,"82.5",80,NA,NA,NA,80,45,52.5,57.5,NA,57.5,102.5,110,117.5,NA,117.5,255,"18",238.72,269.76,209.77,404.26,"Yes","","USAPL","2018-03-11","USA","WI","WHSPA State Championship",709336,5
"Derik Bailey","M","SBD","Wraps",22,"20-23","MOR",90.36,"100",295,-317.5,317.5,NA,317.5,135,152.5,160,NA,160,260,280,292.5,NA,292.5,770,"1",490.57,495.48,472.71,746.88,"","","UPA","2018-10-06","USA","MN","Fall Classic",1360396,3
"Rita Pernille Bråthen","F","SBD","Raw",49.5,"45-49","Masters 50-59",94,"84+",125,132.5,137.5,NA,137.5,65,70,72.5,NA,72.5,152.5,160,-165,NA,160,370,"1",314.35,349.87,272.03,542.08,"Yes","","NSF","2018-04-26","Norway","","NM Ungdom Junior Veteran Utstyrsfritt",560806,3
"Bryan Beanland","M","SBD","Multi-ply",37,"35-39","Open",98.88,"100",397.5,-420,-430,NA,397.5,297.5,-325,-325,NA,297.5,277.5,300,-325,NA,300,995,"1",608.32,608.32,584.83,727.96,"","USA","365Strong","2018-04-20","USA","NC","World Powerlifting Games",1319915,3
"Udayashankar P","M","SBD","Single-ply",21.5,"20-23","Juniors",51.7,"52",150,160,170,NA,170,85,95,100,NA,100,190,205,-220,NA,205,NA,"DQ",NA,NA,NA,NA,"Yes","India","AsianPF","2005-04-30","India","","Asian Powerlifting Championships",1372171,8
"Andrey Faskhutdinov","M","SBD","Single-ply",27,"24-34","Open",74.8,"75",205,-217.5,-217.5,NA,205,-115,115,120,NA,120,200,227.5,-237.5,NA,227.5,552.5,"2",394.42,394.42,381.55,502.23,"Yes","Russia","WRPF","2018-04-27","Russia","","European Championships",798851,3
"Magdalena Bialek","F","SBD","Single-ply",18.5,"18-19","Open",82.8,"90",170,182.5,190,NA,190,-90,95,100,NA,100,175,185,192.5,NA,192.5,482.5,"3",433.42,450.76,379.29,573.05,"Yes","Poland","IPF","2010-11-07","South Africa","","World Powerlifting Chmapionships",1031566,3
"Valeriy Glazunov","M","SBD","Single-ply",52,"50-54","Masters 2",81.7,"82.5",265,280,285,NA,285,170,180,187.5,NA,187.5,230,240,-245,NA,240,712.5,"1",480.13,559.35,463.61,597.05,"Yes","Russia","EPF","2001-07-04","Slovakia","","European Masters Powerlifting Championships",779992,3
"吉川 友樹","M","SBD","Single-ply",25,"24-34","Open",73.76,"74",220,232.5,240,NA,240,155,160,-165,NA,160,230,245,-255,NA,245,645,"7",465.03,465.03,450,581.04,"Yes","","JPA","2014-06-21","Japan","","Japanese Powerlifting Championships",56182,3
"Jaromír Kratochvíl","M","SBD","Multi-ply",32,"24-34","Open",99.8,"100",350,360,NA,NA,360,240,250,-255,NA,250,270,277.5,290,NA,290,900,"1",548.17,548.17,526.86,660.51,"","Czechia","WUAP","2010-09-21","Slovakia","","World Championships",647720,4
"Roberto Bettati","M","SBD","Single-ply",42.5,"40-44","Masters 1",89.6,"90",270,285,-290,NA,285,145,150,152.5,NA,152.5,250,-260,-260,NA,250,687.5,"7",439.9,448.69,423.96,548.5,"Yes","Italy","IPF","2007-06-10","Czechia","","World Masters Powerlifting Championships",1060290,3
"Cindy Tilton","F","SBD","Raw",47,"45-49","FR-O",110.54,"84+",145,-152.5,155,NA,155,107.5,112.5,-115,NA,112.5,-152.5,152.5,-162.5,NA,152.5,420,"23",341.14,369.11,290.32,578.26,"Yes","USA","USAPL","2017-10-10","USA","FL","Raw National Championships",699557,3
"Adam Perry","M","SBD","Raw",26,"24-34","Open",93.5,"100",182.5,NA,NA,NA,182.5,160,175,NA,NA,175,237.5,NA,NA,NA,237.5,595,"1",372.83,372.83,358.97,545.52,"Yes","USA","RAW","2018-04-28","USA","KY","Iron Spring Classic",655822,8
"Stacey Jensen","F","SBD","Raw",28,"24-34","F_OR_AAPF",65.5,"67.5",137.5,142.5,-147.5,NA,142.5,77.5,85,-90,NA,85,150,157.5,-167.5,NA,157.5,385,"1",401.62,401.62,354.46,655.81,"Yes","Canada","CPF","2018-06-23","Canada","ON","National Championships",1221474,3
"Elena Korepanova","F","SBD","Single-ply",21.5,"20-23","Juniors",43.7,"44",95,-105,105,NA,105,40,42.5,45,NA,45,80,90,97.5,NA,97.5,247.5,"1",350.09,353.59,314.25,436.74,"Yes","Russia","EPF","2010-06-08","Norway","","European Juniors Powerlifting Championships",773542,3
"Carley Skarupinski","M","SBD","Raw",26.5,"24-34","MR-O",139.7,"120+",265,282.5,300,NA,300,152.5,160,165,NA,165,265,287.5,-302.5,NA,287.5,752.5,"1",420.64,420.64,398.55,565.41,"Yes","","USAPL","2017-01-28","USA","NY","Northeast Iron Beast Classic IV NYS Championships",748772,3
"Hine Lum","F","SBD","Raw",49.5,"45-49","Masters 2",105.7,"84+",70,80,90,NA,90,70,75,85,NA,85,110,120,130,NA,130,305,"1",250.22,278.5,213.39,432.21,"Yes","","NZPF","2018-04-21","New Zealand","NTL","Northland Powerlifting Championships",926910,3
"Nikita Nizhnik","M","SBD","Wraps",27.5,"24-34","O",74.1,"75",185,195,-205,NA,195,145,150,-155,NA,150,210,215,220,NA,220,565,"1",406.02,406.02,392.86,603.89,"Yes","Belarus","WPC-UKR","2018-04-28","Ukraine","","Ukrainian Championships",645969,3
"Claudia Weinzierl","F","SBD","Single-ply",38,"35-39","Open",82.4,"82.5",130,137.5,142.5,NA,142.5,115,-122.5,122.5,NA,122.5,145,155,-160,NA,155,420,"1",378.23,378.23,331.1,513.8,"Yes","Germany","BVDK","2008-03-29","Germany","","DM Aktive KDK",11995,3
"Sarah Frerichs","F","SBD","Wraps",24,"24-34","FOR",59.2,"60",90,97.5,102.5,NA,102.5,-60,62.5,-67.5,NA,62.5,110,120,-125,NA,120,285,"2",321.07,321.07,283.73,504.31,"","","UPA","2015-11-14","USA","IA","Power Weekend",1359958,3
"Jordon Heintz","M","SBD","Raw",27.5,"24-34","MR-O",91.4,"93",207.5,215,-227.5,NA,215,145,150,-160,NA,150,270,282.5,-287.5,NA,282.5,647.5,"4",410.18,410.18,395.14,610.01,"Yes","","USAPL","2018-04-14","USA","AZ","Arizona State Championship",660829,3
"Robert Øren","M","SBD","Raw",65,"65-69","Masters 60-69",109.66,"120",160,-172.5,-180,NA,160,130,142.5,NA,NA,142.5,200,215,220,NA,220,522.5,"1",307.78,455.52,294.87,423.17,"Yes","Norway","NSF","2016-02-14","Norway","","RM Vest utstyrsfritt",557156,4
"Jonathan Renninger","M","SBD","Raw",20.5,"20-23","MR-Jr",68.35,"74",-195,195,200,NA,200,120,-125,-125,NA,120,205,220,-225,NA,220,540,"2",412.23,420.48,399.71,609.75,"Yes","","USAPL","2018-06-02","USA","FL","Gulf Breeze Open",661758,3
